Date,Type,Description,Amount,Balance,Tags
13 Sep 24,Debit,TO ONL UPI/DR/DINAKARA,30000.0,43599.18,p2p_transfer
13 Sep 24,Debit,TO ONL UPI/DR/NAGALING,40000.0,3599.18,p2p_transfer
14 Sep 24,Credit,BY ONL GOOGLEINDI / IMPS,2910.0,6509.18,other_income
14 Sep 24,Credit,BY ONL GOOGLEINDI / IMPS,3442.0,9951.18,other_income
16 Sep 24,Credit,BY ONL GOOGLEINDI / IMPS,3190.0,13141.18,other_income
17 Sep 24,Credit,BY ONL GOOGLEINDI / IMPS,3335.0,16476.18,other_income
17 Sep 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,14325.03,30801.21,other_income
18 Sep 24,Credit,BY ONL GOOGLEINDI/ IMPS,2360.0,33161.21,other_income
18 Sep 24,Debit,TO ONL UPI/DR/MASTHANG,30000.0,3161.21,p2p_transfer
18 Sep 24,Credit,BY NEFT TRF : ZOMATO LIMITED,26571.23,29732.44,other_income
19 Sep 24,Credit,BY ONL GOOGLEINDI / IMPS,2900.0,32632.44,other_income
19 Sep 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,7967.21,40599.65,other_income
20 Sep 24,Credit,BY ONL GOOGLEINDI / IMPS,3355.0,43954.65,other_income
20 Sep 24,Debit,TO ONL UPI :: BILL,1982.0,41972.65,fees_charges
20 Sep 24,Credit,BY ONL GOOGLEINDI / IMPS,3265.0,45237.65,other_income
22 Sep 24,Credit,BY ONL GOOGLEINDI / IMPS,2100.0,47337.65,other_income
22 Sep 24,Debit,TO MONTHLY MAINTENANCE CHARGES,531.0,46806.65,fees_charges
22 Sep 24,Credit,BY NEFT TRF: ONE 97 COMMUNICA,4758.0,51564.65,other_income
23 Sep 24,Credit,BY NEFT TRF: ONE 97 COMMUNICA,10965.0,62529.65,other_income
24 Sep 24,Credit,BY NEFT TRF: ONE 97 COMMUNICA,6801.0,69330.65,other_income
24 Sep 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,13004.8,82335.45,other_income
25 Sep 24,Credit,BY NEFT TRF: ONE 97 COMMUNICA,7250.0,89585.45,other_income
25 Sep 24,Credit,BY NEFT TRF: ZOMATO LIMITED,18643.88,108229.33,other_income
26 Sep 24,Credit,BY NEFT TRF: ONE 97 COMMUNICA,4733.0,112962.33,other_income
27 Sep 24,Credit,BY NEFT TRF: ONE 97 COMMUNICA,1678.0,114640.33,other_income
27 Sep 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,9012.01,123652.34,other_income
28 Sep 24,Credit,,3570.0,127222.34,other_income
29 Sep 24,Credit,BY NEFT TRF: ONE 97 COMMUNICA,3822.0,131044.34,other_income
29 Sep 24,Debit,TO ONL UPI/DR/AKSHATBA,62900.0,68144.34,p2p_transfer
30 Sep 24,Credit,BY ONL GOOGLEINDI / IMPS,80.0,68224.34,other_income
30 Sep 24,Credit,BY NEFT TRF: ONE 97 COMMUNICA,11336.0,79560.34,other_income
30 Sep 24,Debit,TO ONL UPI/DR/MR AROKK,5500.0,74060.34,p2p_transfer
30 Sep 24,Debit,TO ONL UPI/DR/PUSHPA D,6600.0,67460.34,p2p_transfer
30 Sep 24,Debit,TO ONL UPI/DR/MR NAVEE,4200.0,63260.34,p2p_transfer
30 Sep 24,Debit,TO ONL UPI/DR/MALAR EN,18000.0,45260.34,p2p_transfer
30 Sep 24,Debit,TO ONL UPI/DR/TLK GAS,22600.0,22660.34,p2p_transfer
30 Sep 24,Debit,TO ONL UPI/DR/VELAN TR,13263.0,9397.34,p2p_transfer
01 Oct 24,Credit,BY NEFT TRF: ONE 97 COMMUNICA,8121.74,17519.08,other_income
01 Oct 24,Credit,BY NEFT TRF : ZOMATO LIMITED,21526.71,39045.79,other_income
02 Oct 24,Credit,BY NEFT TRF: ONE 97 COMMUNICA,7046.0,46091.79,other_income
03 Oct 24,Credit,BY NEFT TRF: ONE 97 COMMUNICA,13879.0,59970.79,other_income
04 Oct 24,Credit,BY NEFT TRF: ONE 97 COMMUNICA,4125.96,64096.75,other_income
04 Oct 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,21396.45,85493.2,other_income
04 Oct 24,Debit,TO ONL UPI/DR/MURUGAN,3000.0,82493.2,p2p_transfer
04 Oct 24,Debit,TO ONL UPI/DR/K JAYARA,4600.0,77893.2,p2p_transfer
04 Oct 24,Debit,TO ONL UPI/DR/RADHA D,975.0,76918.2,p2p_transfer
04 Oct 24,Debit,TO ONL UPI/DR/BIJU MAT,650.0,76268.2,p2p_transfer
04 Oct 24,Debit,TO ONL UPI/DR/BISMI FR,2400.0,73868.2,p2p_transfer
