Date,Type,Description,Amount,Balance,Tags
16 Jan 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,2293.41,8009.08,other_income
16 Jan 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,4697.71,12706.79,other_income
16 Jan 24,Debit,TO ONL UPI/DR/DUMMY NA,12000.0,706.79,p2p_transfer
17 Jan 24,Credit,BY NEFT TRF: ZOMATO LIMITED,16697.15,17403.94,other_income
17 Jan 24,Debit,TO ONL UPI/DR/IBIBO GR,2412.9,14991.04,p2p_transfer
17 Jan 24,Debit,TO ONL UPI/DR/ALAGURAJ,940.0,14051.04,p2p_transfer
17 Jan 24,Credit,BY ONL IMPS: HOTEL JAIH,3000.0,17051.04,other_income
17 Jan 24,Debit,TO ONL UPI/DR/EURONETG,14620.0,2431.04,p2p_transfer
18 Jan 24,Credit,BY ONL IMPS: GOOGLEINDI,300.0,2731.04,other_income
18 Jan 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,989.85,3720.89,other_income
18 Jan 24,Credit,BY NEFT TRF: BUNDL TECHNOLOGI,4793.05,8513.94,other_income
19 Jan 24,Credit,BY ONL IMPS: GOOGLEINDI,672.0,9185.94,other_income
19 Jan 24,Debit,TO ONL UPI/DR/ADD MONE,835.8,8350.14,p2p_transfer
19 Jan 24,Debit,TO ONL UPI/DR/PANDIESH,3500.0,4850.14,p2p_transfer
20 Jan 24,Credit,BY ONL IMPS: GOOGLEINDI,551.0,5401.14,other_income
