Date,Type,Description,Amount,Balance,Tags
04 May 24,Debit,UPI/DR/APOLLO P,684.45,25197.97,healthcare_pharmacy
04 May 24,Debit,UPI/DR/DEVENDHI,1400.0,23797.97,miscellaneous_expense
04 May 24,Debit,UPI/DR/DHANASIL,3900.0,19897.97,miscellaneous_expense
04 May 24,Debit,UPI/DR/SARAVANA,1350.0,18547.97,miscellaneous_expense
04 May 24,Debit,UPI/DR/SATHIKAL,420.0,18127.97,miscellaneous_expense
04 May 24,Debit,UPI/DR/BIJU MAT,320.0,17807.97,miscellaneous_expense
04 May 24,Debit,UPI/DR/KARPAGAM,230.0,17577.97,miscellaneous_expense
04 May 24,Debit,UPI/DR/RAJA MOH,800.0,16777.97,miscellaneous_expense
04 May 24,Debit,UPI/DR/NALAM AN,1320.0,15457.97,miscellaneous_expense
04 May 24,Credit,NEFT/BUNDL TECHNOLOGI,8542.87,24000.84,business_income
04 May 24,Debit,UPI/DR/G CHOZH,390.0,23610.84,miscellaneous_expense
04 May 24,Debit,UPI/DR/NALAM AN,3280.0,20330.84,miscellaneous_expense
04 May 24,Debit,UPI/DR/BALAJI N,18023.0,2307.84,miscellaneous_expense
05 May 24,Credit,IMPS/GOOGLEINDI,3565.0,5872.84,other_income
06 May 24,Credit,IMPS/GOOGLEINDI,4242.0,10114.84,other_income
06 May 24,Credit,IMPS/GOOGLEINDI,3140.0,13254.84,other_income
07 May 24,Credit,NEFT/BUNDL TECHNOLOGI,16750.53,30005.37,business_income
